1	0.3259819249312083
2	0.26670855780442554
3	0.1432777444521586
4	0.1234766294558843
5	0.07459461192289989
6	0.05846502507726351
7	0.08442619691292445
8	0.07104159146547318
9	0.04614082475503286
10	0.06636001914739609
11	0.04596460362275442
12	0.05965296675761541
13	0.05241923530896505
14	0.047061594823996224
15	0.044848899046579994
16	0.06531896442174911
17	0.04762843996286392
18	0.0481275257964929
19	0.0405294361213843
20	0.03692476203044256
21	0.051332537084817886
22	0.03634990627566973
23	0.04370403289794922
24	0.060253821313381195
25	0.03721403889358044
26	0.055367528150478997
27	0.037909841164946556
28	0.043091551711161934
29	0.04976518265902996
30	0.04643572370211283
31	0.03970392793416977
32	0.03120047536989053
33	0.03901274253924688
34	0.05980481579899788
35	0.04836652676264445
36	0.03773972516258558
37	0.054843621949354805
38	0.03359197328488032
39	0.04294036080439886
40	0.04531532277663549
41	0.04813618461290995
42	0.04884236926833788
43	0.04111696655551592
44	0.0392927552262942
45	0.07229771340886752
46	0.04115710531671842
47	0.041514258831739426
48	0.04574171577890714
49	0.03531596437096596
50	0.045844962199529014
